Reporting Area,Current MMWR Year,MMWR WEEK,Label,Current week,"Current week, flag",Previous 52 week Max,"Previous 52 weeks Max, flag",Cumulative YTD Current MMWR Year,"Cumulative YTD Current MMWR Year, flag",Cumulative YTD Previous MMWR Year,"Cumulative YTD Previous MMWR Year, flag",LOCATION1,LOCATION2,sort_order,geocode
Wisconsin,2025,23,"Meningococcal disease, All serogroups",,-,1,,,-,1,,Wisconsin,,20252304569,POINT (-89.38645 43.07313)
West North Central,2025,23,"Meningococcal disease, All serogroups",,-,2,,1,,6,,,West North Central,20252304570,
Iowa,2025,23,"Meningococcal disease, All serogroups",,-,1,,,-,1,,Iowa,,20252304571,POINT (-93.61539 41.58981)
Kansas,2025,23,"Meningococcal disease, All serogroups",,-,1,,,-,,-,Kansas,,20252304572,POINT (-95.67119 39.04931)
Minnesota,2025,23,"Meningococcal disease, All serogroups",,-,0,,,-,,-,Minnesota,,20252304573,POINT (-93.09649 44.94339)
Missouri,2025,23,"Meningococcal disease, All serogroups",,-,1,,,-,4,,Missouri,,20252304574,POINT (-92.17785 38.57751)
Nebraska,2025,23,"Meningococcal disease, All serogroups",,-,0,,,-,1,,Nebraska,,20252304575,POINT (-96.70731 40.81362)
North Dakota,2025,23,"Meningococcal disease, All serogroups",,-,1,,1,,,-,North Dakota,,20252304576,POINT (-100.7797 46.80536)
South Dakota,2025,23,"Meningococcal disease, All serogroups",,-,1,,,-,,-,South Dakota,,20252304577,POINT (-100.34987 44.36917)
South Atlantic,2025,23,"Meningococcal disease, All serogroups",2.0,,4,,47,,65,,,South Atlantic,20252304578,POINT (-100.34987 44.36917)
Delaware,2025,23,"Meningococcal disease, All serogroups",,-,1,,1,,2,,Delaware,,20252304579,POINT (-75.52474 39.15803)
District of Columbia,2025,23,"Meningococcal disease, All serogroups",,-,0,,,-,1,,District of Columbia,,20252304580,
Florida,2025,23,"Meningococcal disease, All serogroups",2.0,,2,,18,,18,,Florida,,20252304581,POINT (-84.28065 30.43978)
Georgia,2025,23,"Meningococcal disease, All serogroups",,-,2,,3,,15,,Georgia,,20252304582,POINT (-84.39111 33.74831)
Maryland,2025,23,"Meningococcal disease, All serogroups",,-,3,,9,,6,,Maryland,,20252304583,POINT (-76.49015 38.97678)
North Carolina,2025,23,"Meningococcal disease, All serogroups",,-,2,,5,,8,,North Carolina,,20252304584,POINT (-78.6427 35.78547)
South Carolina,2025,23,"Meningococcal disease, All serogroups",,-,2,,4,,2,,South Carolina,,20252304585,POINT (-81.04537 33.99882)
Virginia,2025,23,"Meningococcal disease, All serogroups",,-,3,,6,,13,,Virginia,,20252304586,POINT (-77.43367 37.54068)
West Virginia,2025,23,"Meningococcal disease, All serogroups",,-,1,,1,,,-,West Virginia,,20252304587,POINT (-81.63896 38.35016)
East South Central,2025,23,"Meningococcal disease, All serogroups",,-,4,,10,,19,,,East South Central,20252304588,
Alabama,2025,23,"Meningococcal disease, All serogroups",,-,2,,3,,7,,Alabama,,20252304589,POINT (-86.30006 32.38015)
Kentucky,2025,23,"Meningococcal disease, All serogroups",,-,2,,3,,2,,Kentucky,,20252304590,POINT (-84.8787 38.19507)
Mississippi,2025,23,"Meningococcal disease, All serogroups",,-,1,,,-,1,,Mississippi,,20252304591,POINT (-90.18045 32.29896)
Tennessee,2025,23,"Meningococcal disease, All serogroups",,-,1,,4,,9,,Tennessee,,20252304592,POINT (-86.77817 36.16784)
West South Central,2025,23,"Meningococcal disease, All serogroups",,-,4,,23,,34,,,West South Central,20252304593,
Arkansas,2025,23,"Meningococcal disease, All serogroups",,-,2,,1,,2,,Arkansas,,20252304594,POINT (-92.27486 34.7487)
Louisiana,2025,23,"Meningococcal disease, All serogroups",,-,1,,1,,3,,Louisiana,,20252304595,POINT (-91.18665 30.44335)
Oklahoma,2025,23,"Meningococcal disease, All serogroups",,-,1,,3,,3,,Oklahoma,,20252304596,POINT (-97.52107 35.47203)
Texas,2025,23,"Meningococcal disease, All serogroups",,-,3,,18,,26,,Texas,,20252304597,POINT (-97.743 30.26759)
Mountain,2025,23,"Meningococcal disease, All serogroups",,-,4,,25,,31,,,Mountain,20252304598,
Arizona,2025,23,"Meningococcal disease, All serogroups",,-,2,,11,,11,,Arizona,,20252304599,POINT (-112.07581 33.44825)
Colorado,2025,23,"Meningococcal disease, All serogroups",,-,2,,8,,13,,Colorado,,20252304600,POINT (-104.99203 39.74001)
Idaho,2025,23,"Meningococcal disease, All serogroups",,-,1,,3,,2,,Idaho,,20252304601,POINT (-116.19341 43.60764)
Montana,2025,23,"Meningococcal disease, All serogroups",,-,0,,,-,,-,Montana,,20252304602,POINT (-112.02066 46.58976)
Nevada,2025,23,"Meningococcal disease, All serogroups",,-,1,,2,,2,,Nevada,,20252304603,POINT (-119.76698 39.16505)
New Mexico,2025,23,"Meningococcal disease, All serogroups",,-,1,,1,,1,,New Mexico,,20252304604,POINT (-105.93825 35.69177)
Utah,2025,23,"Meningococcal disease, All serogroups",,-,1,,,-,1,,Utah,,20252304605,POINT (-111.88822 40.76031)
Wyoming,2025,23,"Meningococcal disease, All serogroups",,-,0,,,-,1,,Wyoming,,20252304606,POINT (-104.82155 41.13481)
Pacific,2025,23,"Meningococcal disease, All serogroups",1.0,,4,,32,,47,,,Pacific,20252304607,
Alaska,2025,23,"Meningococcal disease, All serogroups",,-,0,,,-,,-,Alaska,,20252304608,POINT (-134.4068 58.29973)
California,2025,23,"Meningococcal disease, All serogroups",1.0,,4,,27,,39,,California,,20252304609,POINT (-121.49086 38.57944)
Hawaii,2025,23,"Meningococcal disease, All serogroups",,-,1,,1,,2,,Hawaii,,20252304610,POINT (-157.85788 21.30493)
Oregon,2025,23,"Meningococcal disease, All serogroups",,-,1,,2,,2,,Oregon,,20252304611,POINT (-123.04382 44.93326)
Washington,2025,23,"Meningococcal disease, All serogroups",,-,1,,2,,4,,Washington,,20252304612,POINT (-122.89165 47.03954)
U.S. Territories,2025,23,"Meningococcal disease, All serogroups",,-,0,,,-,1,,,U.S. Territories,20252304613,
American Samoa,2025,23,"Meningococcal disease, All serogroups",,-,0,,,-,,-,American Samoa,,20252304614,
Commonwealth of Northern Mariana Islands,2025,23,"Meningococcal disease, All serogroups",,-,0,,,-,,-,Commonwealth of Northern Mariana Islands,,20252304615,
Guam,2025,23,"Meningococcal disease, All serogroups",,-,0,,,-,,-,Guam,,20252304616,
Puerto Rico,2025,23,"Meningococcal disease, All serogroups",,-,0,,,-,1,,Puerto Rico,,20252304617,POINT (-66.11692 18.46536)
U.S. Virgin Islands,2025,23,"Meningococcal disease, All serogroups",,-,0,,,-,,-,U.S. Virgin Islands,,20252304618,
Non-U.S. Residents,2025,23,"Meningococcal disease, All serogroups",,-,0,,,-,,-,,Non-U.S. Residents,20252304619,
Total,2025,23,"Meningococcal disease, All serogroups",3.0,,16,,201,,291,,,Total,20252304620,
U.S. Residents,2025,23,Pertussis,154.0,,"1,783",,"13,137",,"8,454",,,U.S. Residents,20252305251,
New England,2025,23,Pertussis,,-,89,,219,,232,,,New England,20252305252,
Connecticut,2025,23,Pertussis,,-,18,,35,,38,,Connecticut,,20252305253,POINT (-72.67398 41.76381)
Maine,2025,23,Pertussis,,-,17,,13,,27,,Maine,,20252305254,POINT (-69.77631 44.31804)
Massachusetts,2025,23,Pertussis,,-,40,,90,,140,,Massachusetts,,20252305255,POINT (-71.05675 42.35866)
New Hampshire,2025,23,Pertussis,,-,6,,54,,6,,New Hampshire,,20252305256,POINT (-71.53661 43.20725)
Rhode Island,2025,23,Pertussis,,-,38,,,-,18,,Rhode Island,,20252305257,POINT (-71.41198 41.82388)
Vermont,2025,23,Pertussis,,-,12,,27,,3,,Vermont,,20252305258,POINT (-72.57627 44.26029)
Middle Atlantic,2025,23,Pertussis,18.0,,241,,779,,"2,330",,,Middle Atlantic,20252305259,
New Jersey,2025,23,Pertussis,,-,68,,17,,626,,New Jersey,,20252305260,POINT (-74.75948 40.21794)
New York,2025,23,Pertussis,12.0,,79,,288,,526,,New York,,20252305261,POINT (-73.75522 42.65155)
New York City,2025,23,Pertussis,,-,40,,158,,322,,New York City,,20252305262,POINT (-73.75522 42.65155)
Pennsylvania,2025,23,Pertussis,6.0,,107,,316,,856,,Pennsylvania,,20252305263,POINT (-76.88224 40.25986)
East North Central,2025,23,Pertussis,21.0,,523,,"2,338",,"1,324",,,East North Central,20252305264,
Illinois,2025,23,Pertussis,,-,129,,447,,594,,Illinois,,20252305265,POINT (-89.64361 39.8013)
Indiana,2025,23,Pertussis,,-,32,,194,,94,,Indiana,,20252305266,POINT (-86.15013 39.76691)
Michigan,2025,23,Pertussis,,-,148,,648,,127,,Michigan,,20252305267,POINT (-84.55226 42.73194)
Ohio,2025,23,Pertussis,20.0,,93,,648,,352,,Ohio,,20252305268,POINT (-83.00276 39.96199)
Wisconsin,2025,23,Pertussis,1.0,,190,,401,,157,,Wisconsin,,20252305269,POINT (-89.38645 43.07313)
West North Central,2025,23,Pertussis,3.0,,298,,"1,262",,471,,,West North Central,20252305270,
Iowa,2025,23,Pertussis,,-,29,,146,,25,,Iowa,,20252305271,POINT (-93.61539 41.58981)
Kansas,2025,23,Pertussis,,-,17,,90,,44,,Kansas,,20252305272,POINT (-95.67119 39.04931)
Minnesota,2025,23,Pertussis,,-,145,,596,,212,,Minnesota,,20252305273,POINT (-93.09649 44.94339)
Missouri,2025,23,Pertussis,,-,52,,98,,102,,Missouri,,20252305274,POINT (-92.17785 38.57751)
Nebraska,2025,23,Pertussis,3.0,,60,,218,,6,,Nebraska,,20252305275,POINT (-96.70731 40.81362)
North Dakota,2025,23,Pertussis,,-,17,,58,,34,,North Dakota,,20252305276,POINT (-100.7797 46.80536)
South Dakota,2025,23,Pertussis,,-,38,,56,,48,,South Dakota,,20252305277,POINT (-100.34987 44.36917)
South Atlantic,2025,23,Pertussis,44.0,,144,,"1,608",,901,,,South Atlantic,20252305278,POINT (-100.34987 44.36917)
Delaware,2025,23,Pertussis,,-,6,,8,,17,,Delaware,,20252305279,POINT (-75.52474 39.15803)
District of Columbia,2025,23,Pertussis,,-,2,,7,,3,,District of Columbia,,20252305280,
Florida,2025,23,Pertussis,35.0,,56,,721,,155,,Florida,,20252305281,POINT (-84.28065 30.43978)
Georgia,2025,23,Pertussis,,-,18,,192,,65,,Georgia,,20252305282,POINT (-84.39111 33.74831)
Maryland,2025,23,Pertussis,3.0,,21,,67,,32,,Maryland,,20252305283,POINT (-76.49015 38.97678)
North Carolina,2025,23,Pertussis,,-,35,,299,,310,,North Carolina,,20252305284,POINT (-78.6427 35.78547)
South Carolina,2025,23,Pertussis,,-,17,,,-,106,,South Carolina,,20252305285,POINT (-81.04537 33.99882)
Virginia,2025,23,Pertussis,6.0,,36,,278,,197,,Virginia,,20252305286,POINT (-77.43367 37.54068)
West Virginia,2025,23,Pertussis,,-,6,,36,,16,,West Virginia,,20252305287,POINT (-81.63896 38.35016)
East South Central,2025,23,Pertussis,8.0,,103,,"1,169",,203,,,East South Central,20252305288,
Alabama,2025,23,Pertussis,7.0,,52,,567,,20,,Alabama,,20252305289,POINT (-86.30006 32.38015)
Kentucky,2025,23,Pertussis,1.0,,37,,252,,101,,Kentucky,,20252305290,POINT (-84.8787 38.19507)
Mississippi,2025,23,Pertussis,,-,7,,73,,16,,Mississippi,,20252305291,POINT (-90.18045 32.29896)
Tennessee,2025,23,Pertussis,,-,27,,277,,66,,Tennessee,,20252305292,POINT (-86.77817 36.16784)
West South Central,2025,23,Pertussis,18.0,,326,,766,,308,,,West South Central,20252305293,
Arkansas,2025,23,Pertussis,14.0,,35,,218,,4,,Arkansas,,20252305294,POINT (-92.27486 34.7487)
Louisiana,2025,23,Pertussis,1.0,,18,,219,,13,,Louisiana,,20252305295,POINT (-91.18665 30.44335)
Oklahoma,2025,23,Pertussis,3.0,,135,,227,,,-,Oklahoma,,20252305296,POINT (-97.52107 35.47203)
Texas,2025,23,Pertussis,,-,154,,102,,291,,Texas,,20252305297,POINT (-97.743 30.26759)
Mountain,2025,23,Pertussis,18.0,,164,,"1,652",,939,,,Mountain,20252305298,
Arizona,2025,23,Pertussis,10.0,,36,,510,,316,,Arizona,,20252305299,POINT (-112.07581 33.44825)
Colorado,2025,23,Pertussis,7.0,,47,,268,,265,,Colorado,,20252305300,POINT (-104.99203 39.74001)
Idaho,2025,23,Pertussis,1.0,,66,,397,,204,,Idaho,,20252305301,POINT (-116.19341 43.60764)
Montana,2025,23,Pertussis,,-,25,,221,,11,,Montana,,20252305302,POINT (-112.02066 46.58976)
Nevada,2025,23,Pertussis,,-,4,,26,,36,,Nevada,,20252305303,POINT (-119.76698 39.16505)
New Mexico,2025,23,Pertussis,,-,9,,46,,25,,New Mexico,,20252305304,POINT (-105.93825 35.69177)
Utah,2025,23,Pertussis,,-,19,,184,,82,,Utah,,20252305305,POINT (-111.88822 40.76031)
Wyoming,2025,23,Pertussis,,-,0,,,-,,-,Wyoming,,20252305306,POINT (-104.82155 41.13481)
Pacific,2025,23,Pertussis,24.0,,308,,"3,344",,"1,746",,,Pacific,20252305307,
Alaska,2025,23,Pertussis,1.0,,48,,98,,39,,Alaska,,20252305308,POINT (-134.4068 58.29973)
California,2025,23,Pertussis,14.0,,114,,889,,"1,113",,California,,20252305309,POINT (-121.49086 38.57944)
Hawaii,2025,23,Pertussis,,-,16,,100,,30,,Hawaii,,20252305310,POINT (-157.85788 21.30493)
Oregon,2025,23,Pertussis,6.0,,72,,923,,220,,Oregon,,20252305311,POINT (-123.04382 44.93326)
Washington,2025,23,Pertussis,3.0,,147,,"1,334",,344,,Washington,,20252305312,POINT (-122.89165 47.03954)
U.S. Territories,2025,23,Pertussis,,-,5,,13,,25,,,U.S. Territories,20252305313,
American Samoa,2025,23,Pertussis,,-,0,,,-,,-,American Samoa,,20252305314,
Commonwealth of Northern Mariana Islands,2025,23,Pertussis,,-,0,,,-,,-,Commonwealth of Northern Mariana Islands,,20252305315,
Guam,2025,23,Pertussis,,-,1,,,-,1,,Guam,,20252305316,
Puerto Rico,2025,23,Pertussis,,-,5,,13,,24,,Puerto Rico,,20252305317,POINT (-66.11692 18.46536)
U.S. Virgin Islands,2025,23,Pertussis,,-,0,,,-,,-,U.S. Virgin Islands,,20252305318,
Non-U.S. Residents,2025,23,Pertussis,,-,1,,1,,,-,,Non-U.S. Residents,20252305319,
Total,2025,23,Pertussis,154.0,,"1,787",,"13,151",,"8,479",,,Total,20252305320,
U.S. Residents,2025,24,"Measles, Imported",,-,7,,62,,35,,,U.S. Residents,20252404341,
New England,2025,24,"Measles, Imported",,-,1,,1,,,-,,New England,20252404342,
Connecticut,2025,24,"Measles, Imported",,-,0,,,-,,-,Connecticut,,20252404343,POINT (-72.67398 41.76381)
Maine,2025,24,"Measles, Imported",,-,0,,,-,,-,Maine,,20252404344,POINT (-69.77631 44.31804)
Massachusetts,2025,24,"Measles, Imported",,-,0,,,-,,-,Massachusetts,,20252404345,POINT (-71.05675 42.35866)
New Hampshire,2025,24,"Measles, Imported",,-,0,,,-,,-,New Hampshire,,20252404346,POINT (-71.53661 43.20725)
Rhode Island,2025,24,"Measles, Imported",,-,0,,,-,,-,Rhode Island,,20252404347,POINT (-71.41198 41.82388)
Vermont,2025,24,"Measles, Imported",,-,1,,1,,,-,Vermont,,20252404348,POINT (-72.57627 44.26029)
Middle Atlantic,2025,24,"Measles, Imported",,-,4,,17,,9,,,Middle Atlantic,20252404349,
New Jersey,2025,24,"Measles, Imported",,-,1,,1,,1,,New Jersey,,20252404350,POINT (-74.75948 40.21794)
New York,2025,24,"Measles, Imported",,-,3,,7,,1,,New York,,20252404351,POINT (-73.75522 42.65155)
New York City,2025,24,"Measles, Imported",,-,3,,5,,6,,New York City,,20252404352,POINT (-73.75522 42.65155)
Pennsylvania,2025,24,"Measles, Imported",,-,1,,4,,1,,Pennsylvania,,20252404353,POINT (-76.88224 40.25986)
East North Central,2025,24,"Measles, Imported",,-,2,,11,,4,,,East North Central,20252404354,
Illinois,2025,24,"Measles, Imported",,-,1,,1,,,-,Illinois,,20252404355,POINT (-89.64361 39.8013)
Indiana,2025,24,"Measles, Imported",,-,1,,1,,,-,Indiana,,20252404356,POINT (-86.15013 39.76691)
Michigan,2025,24,"Measles, Imported",,-,2,,4,,2,,Michigan,,20252404357,POINT (-84.55226 42.73194)
Ohio,2025,24,"Measles, Imported",,-,2,,5,,2,,Ohio,,20252404358,POINT (-83.00276 39.96199)
Wisconsin,2025,24,"Measles, Imported",,-,0,,,-,,-,Wisconsin,,20252404359,POINT (-89.38645 43.07313)
West North Central,2025,24,"Measles, Imported",,-,2,,3,,7,,,West North Central,20252404360,
Iowa,2025,24,"Measles, Imported",,-,1,,1,,,-,Iowa,,20252404361,POINT (-93.61539 41.58981)
Kansas,2025,24,"Measles, Imported",,-,1,,1,,,-,Kansas,,20252404362,POINT (-95.67119 39.04931)
Minnesota,2025,24,"Measles, Imported",,-,2,,1,,7,,Minnesota,,20252404363,POINT (-93.09649 44.94339)
Missouri,2025,24,"Measles, Imported",,-,0,,,-,,-,Missouri,,20252404364,POINT (-92.17785 38.57751)
Nebraska,2025,24,"Measles, Imported",,-,0,,,-,,-,Nebraska,,20252404365,POINT (-96.70731 40.81362)
North Dakota,2025,24,"Measles, Imported",,-,0,,,-,,-,North Dakota,,20252404366,POINT (-100.7797 46.80536)
South Dakota,2025,24,"Measles, Imported",,-,0,,,-,,-,South Dakota,,20252404367,POINT (-100.34987 44.36917)
South Atlantic,2025,24,"Measles, Imported",,-,1,,3,,6,,,South Atlantic,20252404368,POINT (-100.34987 44.36917)
Delaware,2025,24,"Measles, Imported",,-,0,,,-,,-,Delaware,,20252404369,POINT (-75.52474 39.15803)
District of Columbia,2025,24,"Measles, Imported",,-,1,,,-,,-,District of Columbia,,20252404370,
Florida,2025,24,"Measles, Imported",,-,1,,1,,2,,Florida,,20252404371,POINT (-84.28065 30.43978)
Georgia,2025,24,"Measles, Imported",,-,0,,,-,1,,Georgia,,20252404372,POINT (-84.39111 33.74831)
Maryland,2025,24,"Measles, Imported",,-,1,,1,,1,,Maryland,,20252404373,POINT (-76.49015 38.97678)
North Carolina,2025,24,"Measles, Imported",,-,1,,,-,,-,North Carolina,,20252404374,POINT (-78.6427 35.78547)
South Carolina,2025,24,"Measles, Imported",,-,0,,,-,,-,South Carolina,,20252404375,POINT (-81.04537 33.99882)
Virginia,2025,24,"Measles, Imported",,-,1,,1,,1,,Virginia,,20252404376,POINT (-77.43367 37.54068)
West Virginia,2025,24,"Measles, Imported",,-,0,,,-,1,,West Virginia,,20252404377,POINT (-81.63896 38.35016)
East South Central,2025,24,"Measles, Imported",,-,1,,2,,,-,,East South Central,20252404378,
Alabama,2025,24,"Measles, Imported",,-,0,,,-,,-,Alabama,,20252404379,POINT (-86.30006 32.38015)
Kentucky,2025,24,"Measles, Imported",,-,1,,2,,,-,Kentucky,,20252404380,POINT (-84.8787 38.19507)
Mississippi,2025,24,"Measles, Imported",,-,0,,,-,,-,Mississippi,,20252404381,POINT (-90.18045 32.29896)
Tennessee,2025,24,"Measles, Imported",,-,1,,,-,,-,Tennessee,,20252404382,POINT (-86.77817 36.16784)
West South Central,2025,24,"Measles, Imported",,-,2,,11,,,-,,West South Central,20252404383,
Arkansas,2025,24,"Measles, Imported",,-,0,,,-,,-,Arkansas,,20252404384,POINT (-92.27486 34.7487)
Louisiana,2025,24,"Measles, Imported",,-,1,,1,,,-,Louisiana,,20252404385,POINT (-91.18665 30.44335)
Oklahoma,2025,24,"Measles, Imported",,-,0,,,-,,-,Oklahoma,,20252404386,POINT (-97.52107 35.47203)
Texas,2025,24,"Measles, Imported",,-,2,,10,,,-,Texas,,20252404387,POINT (-97.743 30.26759)
Mountain,2025,24,"Measles, Imported",,-,4,,7,,3,,,Mountain,20252404388,
Arizona,2025,24,"Measles, Imported",,-,4,,4,,1,,Arizona,,20252404389,POINT (-112.07581 33.44825)
Colorado,2025,24,"Measles, Imported",,-,0,,,-,,-,Colorado,,20252404390,POINT (-104.99203 39.74001)
Idaho,2025,24,"Measles, Imported",,-,0,,,-,,-,Idaho,,20252404391,POINT (-116.19341 43.60764)
Montana,2025,24,"Measles, Imported",,-,2,,2,,,-,Montana,,20252404392,POINT (-112.02066 46.58976)
Nevada,2025,24,"Measles, Imported",,-,0,,,-,,-,Nevada,,20252404393,POINT (-119.76698 39.16505)
New Mexico,2025,24,"Measles, Imported",,-,1,,1,,2,,New Mexico,,20252404394,POINT (-105.93825 35.69177)
Utah,2025,24,"Measles, Imported",,-,0,,,-,,-,Utah,,20252404395,POINT (-111.88822 40.76031)
Wyoming,2025,24,"Measles, Imported",,-,0,,,-,,-,Wyoming,,20252404396,POINT (-104.82155 41.13481)
Pacific,2025,24,"Measles, Imported",,-,1,,7,,6,,,Pacific,20252404397,
Alaska,2025,24,"Measles, Imported",,-,1,,2,,,-,Alaska,,20252404398,POINT (-134.4068 58.29973)
California,2025,24,"Measles, Imported",,-,1,,3,,5,,California,,20252404399,POINT (-121.49086 38.57944)
Hawaii,2025,24,"Measles, Imported",,-,1,,2,,,-,Hawaii,,20252404400,POINT (-157.85788 21.30493)
Oregon,2025,24,"Measles, Imported",,-,1,,,-,,-,Oregon,,20252404401,POINT (-123.04382 44.93326)
Washington,2025,24,"Measles, Imported",,-,1,,,-,1,,Washington,,20252404402,POINT (-122.89165 47.03954)
U.S. Territories,2025,24,"Measles, Imported",,-,0,,,-,,-,,U.S. Territories,20252404403,
American Samoa,2025,24,"Measles, Imported",,-,0,,,-,,-,American Samoa,,20252404404,
Commonwealth of Northern Mariana Islands,2025,24,"Measles, Imported",,-,0,,,-,,-,Commonwealth of Northern Mariana Islands,,20252404405,
Guam,2025,24,"Measles, Imported",,-,0,,,-,,-,Guam,,20252404406,
Puerto Rico,2025,24,"Measles, Imported",,-,0,,,-,,-,Puerto Rico,,20252404407,POINT (-66.11692 18.46536)
U.S. Virgin Islands,2025,24,"Measles, Imported",,-,0,,,-,,-,U.S. Virgin Islands,,20252404408,
Non-U.S. Residents,2025,24,"Measles, Imported",,-,0,,,-,,-,,Non-U.S. Residents,20252404409,
Total,2025,24,"Measles, Imported",,-,7,,62,,35,,,Total,20252404410,
U.S. Residents,2025,24,"Measles, Indigenous",7.0,,110,,930,,117,,,U.S. Residents,20252404411,
New England,2025,24,"Measles, Indigenous",,-,3,,,-,1,,,New England,20252404412,
Connecticut,2025,24,"Measles, Indigenous",,-,0,,,-,,-,Connecticut,,20252404413,POINT (-72.67398 41.76381)
Maine,2025,24,"Measles, Indigenous",,-,0,,,-,,-,Maine,,20252404414,POINT (-69.77631 44.31804)
Massachusetts,2025,24,"Measles, Indigenous",,-,1,,,-,,-,Massachusetts,,20252404415,POINT (-71.05675 42.35866)
New Hampshire,2025,24,"Measles, Indigenous",,-,1,,,-,,-,New Hampshire,,20252404416,POINT (-71.53661 43.20725)
Rhode Island,2025,24,"Measles, Indigenous",,-,0,,,-,,-,Rhode Island,,20252404417,POINT (-71.41198 41.82388)
Vermont,2025,24,"Measles, Indigenous",,-,1,,,-,1,,Vermont,,20252404418,POINT (-72.57627 44.26029)
Middle Atlantic,2025,24,"Measles, Indigenous",,-,4,,14,,7,,,Middle Atlantic,20252404419,
New Jersey,2025,24,"Measles, Indigenous",,-,2,,2,,1,,New Jersey,,20252404420,POINT (-74.75948 40.21794)
New York,2025,24,"Measles, Indigenous",,-,0,,,-,,-,New York,,20252404421,POINT (-73.75522 42.65155)
New York City,2025,24,"Measles, Indigenous",,-,2,,1,,3,,New York City,,20252404422,POINT (-73.75522 42.65155)
Pennsylvania,2025,24,"Measles, Indigenous",,-,4,,11,,3,,Pennsylvania,,20252404423,POINT (-76.88224 40.25986)
East North Central,2025,24,"Measles, Indigenous",,-,12,,47,,75,,,East North Central,20252404424,
Illinois,2025,24,"Measles, Indigenous",,-,4,,9,,67,,Illinois,,20252404425,POINT (-89.64361 39.8013)
Indiana,2025,24,"Measles, Indigenous",,-,4,,7,,1,,Indiana,,20252404426,POINT (-86.15013 39.76691)
Michigan,2025,24,"Measles, Indigenous",,-,2,,6,,2,,Michigan,,20252404427,POINT (-84.55226 42.73194)
Ohio,2025,24,"Measles, Indigenous",,-,10,,25,,4,,Ohio,,20252404428,POINT (-83.00276 39.96199)
